participant;scenario;lateral;mmv_type;mmv_number;density;lateral_clearance;longitudinal_distance;average_speed;deceleration;acceleration;mean_acceleration;TTC;age;gender;Violations;Errors;Lapses;Aggressive;Positive;Q1;Q2;Q3;accident;age_group
10;9;0.000;Bike;2;A;0.870;20.446;0.728;-0.273;0.225;0.098;0.256;26;Male;1.500;0.750;0.000;0.250;2.250;2.000;3.000;1.500;0;young
13;9;0.000;Bike;2;A;0.858;22.988;1.299;-0.314;0.280;0.181;0.239;51;Female;2.750;1.250;0.750;0.500;4.750;1.500;1.500;12.500;0;adult
9;9;0.000;Bike;2;A;1.136;8.378;0.968;-0.401;0.253;0.163;0.334;41;Male;3.250;0.750;0.250;0.250;2.750;2.500;3.500;2.000;1;adult
12;9;0.000;Bike;2;A;1.351;20.773;1.118;-0.696;0.253;0.173;0.404;60;Female;3.500;1.000;0.000;0.750;2.750;3.500;4.000;4.500;0;adult
6;9;0.000;Bike;2;A;0.970;17.629;1.152;-0.252;0.152;0.090;0.263;30;Female;0.500;0.000;0.000;0.000;4.750;2.000;1.500;0.500;1;young
22;10;0.000;Bike;2;B;1.108;20.732;0.777;-0.589;0.194;0.113;0.363;29;Female;3.000;2.000;2.000;0.500;2.750;6.500;5.000;22.500;1;young
24;10;0.000;Bike;2;B;0.866;23.072;0.903;-0.196;0.223;0.107;0.267;32;Male;0.250;0.250;0.000;0.000;3.500;3.000;4.000;0.000;0;young
12;10;0.000;Bike;2;B;1.291;21.567;1.295;-0.294;0.184;0.125;0.333;60;Female;3.500;1.000;0.000;0.750;2.750;5.000;5.500;5.000;0;adult
7;10;0.000;Bike;2;B;0.973;23.387;1.134;-0.089;0.050;0.038;0.264;21;Male;3.250;1.500;0.750;0.250;3.000;6.000;6.500;15.500;1;young
16;10;0.000;Bike;2;B;1.025;24.286;1.267;-0.185;0.199;0.100;0.299;36;Male;2.500;0.500;0.250;0.000;2.500;1.500;1.000;0.000;1;adult
18;10;0.000;Bike;2;B;0.995;17.503;1.101;-0.107;0.218;0.075;0.293;37;Female;1.500;0.000;0.000;0.000;3.750;3.500;4.500;5.500;1;adult
32;10;0.000;Bike;2;B;0.819;12.777;1.099;-0.178;0.179;0.087;0.236;20;Female;4.000;2.500;3.000;0.500;2.250;7.500;7.000;13.000;1;young
23;10;0.000;Bike;2;B;1.069;22.390;1.117;-0.061;0.145;0.056;0.302;27;Male;3.500;0.750;0.000;0.000;3.250;4.500;4.000;3.000;1;young
20;10;0.000;Bike;2;B;1.180;22.807;0.923;-0.326;0.197;0.145;0.341;39;Male;3.000;0.750;0.000;1.250;3.500;4.000;4.500;6.000;0;adult
11;10;0.000;Bike;2;B;1.115;20.755;1.061;-0.117;0.269;0.078;0.336;62;Female;0.500;0.750;0.500;0.500;2.500;3.500;3.500;4.000;1;adult
4;10;0.000;Bike;2;B;0.888;11.469;1.056;-0.416;0.167;0.096;0.267;47;Male;1.750;2.000;1.000;1.000;2.750;3.000;3.000;2.000;1;adult
1;10;0.000;Bike;2;B;0.984;25.839;0.883;-0.302;0.336;0.130;0.301;30;Male;2.750;0.750;0.250;0.750;3.250;4.500;5.000;8.500;0;young
13;10;0.000;Bike;2;B;0.951;25.734;1.404;-0.424;0.235;0.156;0.246;51;Female;2.750;1.250;0.750;0.500;4.750;1.500;1.500;13.500;0;adult
17;10;0.000;Bike;2;B;0.570;21.055;1.539;-0.093;0.038;0.030;0.168;25;Male;1.250;1.000;0.000;0.250;3.250;7.000;6.000;4.500;1;young
14;10;0.000;Bike;2;B;1.042;17.646;0.645;-0.341;0.207;0.114;0.328;20;Female;2.250;1.250;1.250;0.000;4.000;3.500;3.000;2.000;0;young
9;10;0.000;Bike;2;B;1.166;20.159;1.093;-0.384;0.219;0.154;0.331;41;Male;3.250;0.750;0.250;0.250;2.750;3.000;3.500;2.500;1;adult
14;10;0.000;Bike;2;B;1.050;22.702;0.812;-0.204;0.242;0.112;0.331;20;Female;2.250;1.250;1.250;0.000;4.000;3.500;3.000;2.000;0;young
10;10;0.000;Bike;2;B;0.923;21.036;0.907;-0.159;0.158;0.076;0.278;26;Male;1.500;0.750;0.000;0.250;2.250;1.500;1.000;0.000;0;young
8;10;0.000;Bike;2;B;0.917;25.175;1.133;-0.324;0.230;0.103;0.240;24;Male;2.750;1.250;1.750;0.000;2.250;6.000;6.500;3.500;0;young
11;10;0.000;Bike;2;B;0.955;20.543;1.071;-0.179;0.219;0.069;0.263;62;Female;0.500;0.750;0.500;0.500;2.500;3.500;3.500;4.000;1;adult
31;10;0.000;Bike;2;B;0.847;15.867;0.691;-0.230;0.279;0.102;0.276;34;Female;1.000;0.250;0.000;0.000;2.250;4.500;4.000;4.000;0;young
8;10;0.000;Bike;2;B;0.954;25.812;0.987;-0.375;0.161;0.127;0.273;24;Male;2.750;1.250;1.750;0.000;2.250;6.000;6.500;3.500;0;young
26;10;0.000;Bike;2;B;0.932;16.797;0.726;-0.238;0.121;0.085;0.279;32;Female;2.500;0.750;0.250;0.500;3.500;5.000;6.500;8.000;1;young
30;10;0.000;Bike;2;B;1.056;20.767;1.000;-0.131;0.155;0.077;0.318;49;Female;0.250;0.250;0.000;0.000;3.000;2.000;2.000;1.000;1;adult
32;10;0.000;Bike;2;B;0.790;16.132;1.134;-0.152;0.217;0.089;0.221;20;Female;4.000;2.500;3.000;0.500;2.250;7.500;7.000;13.000;1;young
23;10;0.000;Bike;2;B;1.047;25.502;1.054;-0.193;0.052;0.072;0.278;27;Male;3.500;0.750;0.000;0.000;3.250;4.500;4.000;3.000;1;young
2;10;0.000;Bike;2;B;0.887;14.042;0.723;-0.554;0.398;0.111;0.325;55;Male;2.000;0.750;0.250;0.000;4.000;2.000;2.000;1.000;0;adult
31;10;0.000;Bike;2;B;0.837;16.882;0.665;-0.166;0.121;0.080;0.273;34;Female;1.000;0.250;0.000;0.000;2.250;4.500;4.000;4.000;0;young
28;10;0.000;Bike;2;B;1.038;25.280;0.991;-0.303;0.257;0.148;0.295;25;Male;4.250;2.000;0.000;2.250;0.750;3.000;2.000;1.500;1;young
1;10;0.000;Bike;2;B;0.934;23.723;1.102;-0.227;0.255;0.116;0.265;30;Male;2.750;0.750;0.250;0.750;3.250;4.500;5.000;8.500;0;young
9;10;0.000;Bike;2;B;1.041;24.037;1.108;-0.328;0.129;0.092;0.299;41;Male;3.250;0.750;0.250;0.250;2.750;3.000;3.500;2.500;1;adult
25;10;0.000;Bike;2;B;0.953;23.079;1.282;-0.267;0.147;0.121;0.286;39;Male;1.000;0.750;0.000;0.750;4.000;7.000;6.500;9.500;1;adult
28;10;0.000;Bike;2;B;0.966;24.560;0.999;-0.237;0.280;0.099;0.268;25;Male;4.250;2.000;0.000;2.250;0.750;3.000;2.000;1.500;1;young
30;10;0.000;Bike;2;B;1.071;12.775;1.075;-0.283;0.257;0.094;0.303;49;Female;0.250;0.250;0.000;0.000;3.000;2.000;2.000;1.000;1;adult
18;10;0.000;Bike;2;B;0.954;22.081;1.220;-0.216;0.301;0.124;0.257;37;Female;1.500;0.000;0.000;0.000;3.750;3.500;4.500;5.500;1;adult
4;10;0.000;Bike;2;B;0.912;11.653;0.931;-0.432;0.155;0.100;0.249;47;Male;1.750;2.000;1.000;1.000;2.750;3.000;3.000;2.000;1;adult
21;10;0.000;Bike;2;B;1.168;23.451;1.141;-0.077;0.158;0.082;0.344;40;Female;1.333;0.750;0.000;0.000;3.000;5.000;4.500;4.000;0;adult
10;10;0.000;Bike;2;B;0.889;20.527;0.923;-0.116;0.172;0.055;0.268;26;Male;1.500;0.750;0.000;0.250;2.250;1.500;1.000;0.000;0;young
13;10;0.000;Bike;2;B;0.870;22.875;1.502;-0.193;0.250;0.106;0.236;51;Female;2.750;1.250;0.750;0.500;4.750;1.500;1.500;13.500;0;adult
27;10;0.000;Bike;2;B;0.880;23.628;0.921;-0.286;0.117;0.084;0.251;34;Male;1.250;0.250;0.000;0.000;4.000;5.500;6.000;2.000;1;young
26;10;0.000;Bike;2;B;0.860;17.575;0.823;-0.298;0.195;0.094;0.268;32;Female;2.500;0.750;0.250;0.500;3.500;5.000;6.500;8.000;1;young
22;10;0.000;Bike;2;B;1.129;23.241;0.669;-0.259;0.176;0.083;0.342;29;Female;3.000;2.000;2.000;0.500;2.750;6.500;5.000;22.500;1;young
27;10;0.000;Bike;2;B;0.799;9.164;1.079;-0.443;0.164;0.096;0.241;34;Male;1.250;0.250;0.000;0.000;4.000;5.500;6.000;2.000;1;young
21;10;0.000;Bike;2;B;0.871;22.312;0.883;-0.160;0.122;0.074;0.254;40;Female;1.333;0.750;0.000;0.000;3.000;5.000;4.500;4.000;0;adult
7;10;0.000;Bike;2;B;0.977;22.835;1.137;-0.241;0.183;0.110;0.256;21;Male;3.250;1.500;0.750;0.250;3.000;6.000;6.500;15.500;1;young
16;10;0.000;Bike;2;B;1.041;24.821;1.278;-0.138;0.130;0.074;0.276;36;Male;2.500;0.500;0.250;0.000;2.500;1.500;1.000;0.000;1;adult
29;10;0.000;Bike;2;B;0.842;8.101;1.073;-0.290;0.306;0.110;0.265;35;Female;1.750;0.500;0.000;0.250;4.000;2.000;2.500;1.500;1;adult
5;10;0.000;Bike;2;B;1.113;21.654;0.826;-0.459;0.178;0.109;0.343;53;Female;1.000;0.750;1.500;0.000;2.500;2.500;2.500;1.500;0;adult
3;10;0.000;Bike;2;B;1.038;20.047;1.055;-0.510;0.225;0.173;0.289;23;Male;2.500;0.750;0.500;0.500;3.750;3.000;3.000;4.000;1;young
17;10;0.000;Bike;2;B;1.023;21.263;1.484;-0.466;0.113;0.126;0.265;25;Male;1.250;1.000;0.000;0.250;3.250;7.000;6.000;4.500;1;young
25;10;0.000;Bike;2;B;1.082;23.283;1.220;-0.305;0.116;0.101;0.305;39;Male;1.000;0.750;0.000;0.750;4.000;7.000;6.500;9.500;1;adult
12;10;0.000;Bike;2;B;1.132;17.017;1.148;-0.457;0.209;0.124;0.320;60;Female;3.500;1.000;0.000;0.750;2.750;5.000;5.500;5.000;0;adult
5;10;0.000;Bike;2;B;0.873;21.270;0.713;-0.255;0.169;0.098;0.296;53;Female;1.000;0.750;1.500;0.000;2.500;2.500;2.500;1.500;0;adult
6;10;0.000;Bike;2;B;0.908;16.866;1.112;-0.114;0.226;0.100;0.245;30;Female;0.500;0.000;0.000;0.000;4.750;1.500;1.500;0.500;1;young
29;10;0.000;Bike;2;B;1.019;15.340;0.940;-0.441;0.246;0.098;0.282;35;Female;1.750;0.500;0.000;0.250;4.000;2.000;2.500;1.500;1;adult
20;10;0.000;Bike;2;B;1.038;15.327;1.028;-0.246;0.149;0.106;0.295;39;Male;3.000;0.750;0.000;1.250;3.500;4.000;4.500;6.000;0;adult
6;10;0.000;Bike;2;B;0.951;21.135;1.187;-0.093;0.245;0.074;0.279;30;Female;0.500;0.000;0.000;0.000;4.750;1.500;1.500;0.500;1;young
25;11;0.600;Bike;2;A;1.016;23.393;1.136;-0.115;0.138;0.066;0.281;39;Male;1.000;0.750;0.000;0.750;4.000;4.500;3.500;5.000;1;adult
16;11;0.600;Bike;2;A;1.070;24.204;1.114;-0.220;0.396;0.149;0.291;36;Male;2.500;0.500;0.250;0.000;2.500;1.500;1.000;0.000;1;adult
26;11;0.600;Bike;2;A;1.217;22.350;0.659;-0.130;0.099;0.086;0.390;32;Female;2.500;0.750;0.250;0.500;3.500;3.500;4.000;4.500;1;young
18;11;0.600;Bike;2;A;1.255;22.571;1.316;-0.455;0.132;0.111;0.301;37;Female;1.500;0.000;0.000;0.000;3.750;2.500;4.000;4.000;1;adult
16;11;0.600;Bike;2;A;1.322;23.566;1.205;-0.137;0.092;0.079;0.338;36;Male;2.500;0.500;0.250;0.000;2.500;1.500;1.000;0.000;1;adult
17;11;0.600;Bike;2;A;0.919;20.413;1.335;-0.108;0.132;0.049;0.237;25;Male;1.250;1.000;0.000;0.250;3.250;5.500;3.500;3.000;1;young
21;11;0.600;Bike;2;A;1.201;12.946;0.952;-0.229;0.118;0.079;0.336;40;Female;1.333;0.750;0.000;0.000;3.000;3.500;4.000;3.000;0;adult
13;11;0.600;Bike;2;A;1.106;22.810;1.055;-0.142;0.198;0.064;0.302;51;Female;2.750;1.250;0.750;0.500;4.750;2.000;2.500;17.500;0;adult
4;11;0.600;Bike;2;A;0.942;14.886;1.263;-0.193;0.068;0.045;0.240;47;Male;1.750;2.000;1.000;1.000;2.750;2.000;2.000;1.000;1;adult
12;11;0.600;Bike;2;A;1.319;17.359;1.172;-0.276;0.140;0.096;0.359;60;Female;3.500;1.000;0.000;0.750;2.750;4.000;4.000;4.500;0;adult
11;11;0.600;Bike;2;A;1.150;19.813;1.032;-0.326;0.197;0.093;0.328;62;Female;0.500;0.750;0.500;0.500;2.500;3.000;3.500;4.000;1;adult
14;11;0.600;Bike;2;A;1.285;22.614;0.888;-0.281;0.161;0.095;0.372;20;Female;2.250;1.250;1.250;0.000;4.000;3.000;4.000;2.000;0;young
17;11;0.600;Bike;2;A;1.006;16.589;1.349;-0.251;0.193;0.090;0.278;25;Male;1.250;1.000;0.000;0.250;3.250;5.500;3.500;3.000;1;young
32;11;0.600;Bike;2;A;1.065;17.185;1.136;-0.250;0.094;0.074;0.285;20;Female;4.000;2.500;3.000;0.500;2.250;6.000;7.000;9.000;1;young
12;11;0.600;Bike;2;A;1.280;20.192;1.172;-0.250;0.090;0.062;0.343;60;Female;3.500;1.000;0.000;0.750;2.750;4.000;4.000;4.500;0;adult
25;11;0.600;Bike;2;A;1.309;25.232;0.870;-0.204;0.294;0.091;0.365;39;Male;1.000;0.750;0.000;0.750;4.000;4.500;3.500;5.000;1;adult
10;11;0.600;Bike;2;A;0.900;13.565;0.913;-0.235;0.200;0.073;0.265;26;Male;1.500;0.750;0.000;0.250;2.250;2.500;2.500;1.000;0;young
32;11;0.600;Bike;2;A;1.054;20.827;1.308;-0.195;0.173;0.110;0.299;20;Female;4.000;2.500;3.000;0.500;2.250;6.000;7.000;9.000;1;young
18;11;0.600;Bike;2;A;1.289;24.167;1.272;-0.253;0.081;0.079;0.335;37;Female;1.500;0.000;0.000;0.000;3.750;2.500;4.000;4.000;1;adult
26;11;0.600;Bike;2;A;1.049;16.892;0.792;-0.159;0.115;0.068;0.300;32;Female;2.500;0.750;0.250;0.500;3.500;3.500;4.000;4.500;1;young
30;11;0.600;Bike;2;A;1.124;15.041;1.150;-0.241;0.180;0.093;0.309;49;Female;0.250;0.250;0.000;0.000;3.000;1.000;1.000;0.000;1;adult
6;11;0.600;Bike;2;A;1.283;23.370;1.211;-0.367;0.239;0.115;0.374;30;Female;0.500;0.000;0.000;0.000;4.750;1.000;1.500;0.500;1;young
1;11;0.600;Bike;2;A;1.142;23.180;1.022;-0.143;0.118;0.067;0.311;30;Male;2.750;0.750;0.250;0.750;3.250;3.500;4.500;8.000;0;young
20;11;0.600;Bike;2;A;1.243;20.295;1.057;-0.281;0.180;0.091;0.319;39;Male;3.000;0.750;0.000;1.250;3.500;3.500;3.500;3.500;0;adult
31;11;0.600;Bike;2;A;1.040;22.079;0.693;-0.110;0.106;0.037;0.325;34;Female;1.000;0.250;0.000;0.000;2.250;3.500;3.500;2.000;0;young
7;11;0.600;Bike;2;A;1.289;16.907;0.995;-0.246;0.121;0.095;0.342;21;Male;3.250;1.500;0.750;0.250;3.000;4.500;5.000;13.000;1;young
27;11;0.600;Bike;2;A;1.012;23.896;1.054;-0.116;0.095;0.051;0.285;34;Male;1.250;0.250;0.000;0.000;4.000;3.000;3.000;0.500;1;young
29;11;0.600;Bike;2;A;1.043;17.189;1.222;-0.283;0.274;0.144;0.285;35;Female;1.750;0.500;0.000;0.250;4.000;2.000;2.500;1.500;1;adult
5;11;0.600;Bike;2;A;1.377;24.302;0.917;-0.300;0.183;0.082;0.410;53;Female;1.000;0.750;1.500;0.000;2.500;3.000;3.000;1.500;0;adult
8;11;0.600;Bike;2;A;1.204;25.808;1.150;-0.185;0.112;0.071;0.338;24;Male;2.750;1.250;1.750;0.000;2.250;4.500;4.000;2.000;0;young
20;11;0.600;Bike;2;A;1.135;22.336;0.871;-0.161;0.196;0.095;0.314;39;Male;3.000;0.750;0.000;1.250;3.500;3.500;3.500;3.500;0;adult
6;11;0.600;Bike;2;A;1.053;22.647;1.088;-0.181;0.100;0.068;0.288;30;Female;0.500;0.000;0.000;0.000;4.750;1.000;1.500;0.500;1;young
28;11;0.600;Bike;2;A;1.497;24.065;0.862;-0.393;0.245;0.113;0.416;25;Male;4.250;2.000;0.000;2.250;0.750;2.000;2.000;1.500;1;young
9;11;0.600;Bike;2;A;1.139;21.200;1.108;-0.095;0.057;0.026;0.310;41;Male;3.250;0.750;0.250;0.250;2.750;2.500;3.000;1.500;1;adult
29;11;0.600;Bike;2;A;1.229;10.195;1.175;-0.361;0.191;0.104;0.351;35;Female;1.750;0.500;0.000;0.250;4.000;2.000;2.500;1.500;1;adult
7;11;0.600;Bike;2;A;1.145;20.818;1.179;-0.119;0.168;0.066;0.307;21;Male;3.250;1.500;0.750;0.250;3.000;4.500;5.000;13.000;1;young
11;11;0.600;Bike;2;A;0.933;20.494;1.075;-0.370;0.202;0.092;0.273;62;Female;0.500;0.750;0.500;0.500;2.500;3.000;3.500;4.000;1;adult
5;11;0.600;Bike;2;A;1.404;24.791;0.867;-0.255;0.194;0.098;0.390;53;Female;1.000;0.750;1.500;0.000;2.500;3.000;3.000;1.500;0;adult
10;11;0.600;Bike;2;A;0.883;10.017;0.936;-0.140;0.085;0.076;0.267;26;Male;1.500;0.750;0.000;0.250;2.250;2.500;2.500;1.000;0;young
23;11;0.600;Bike;2;A;1.067;19.761;0.919;-0.110;0.163;0.057;0.309;27;Male;3.500;0.750;0.000;0.000;3.250;3.000;3.000;2.000;1;young
22;11;0.600;Bike;2;A;1.184;18.945;0.724;-0.262;0.119;0.064;0.369;29;Female;3.000;2.000;2.000;0.500;2.750;8.000;7.000;13.500;1;young
22;11;0.600;Bike;2;A;1.015;18.381;0.991;-0.167;0.144;0.059;0.302;29;Female;3.000;2.000;2.000;0.500;2.750;8.000;7.000;13.500;1;young
8;11;0.600;Bike;2;A;1.182;22.700;1.181;-0.174;0.168;0.083;0.316;24;Male;2.750;1.250;1.750;0.000;2.250;4.500;4.000;2.000;0;young
28;11;0.600;Bike;2;A;1.203;24.401;1.037;-0.243;0.283;0.113;0.336;25;Male;4.250;2.000;0.000;2.250;0.750;2.000;2.000;1.500;1;young
13;11;0.600;Bike;2;A;1.151;24.927;1.235;-0.230;0.251;0.106;0.300;51;Female;2.750;1.250;0.750;0.500;4.750;2.000;2.500;17.500;0;adult
3;11;0.600;Bike;2;A;1.274;13.925;1.397;-0.508;0.225;0.155;0.341;23;Male;2.500;0.750;0.500;0.500;3.750;2.000;2.500;2.500;1;young
4;11;0.600;Bike;2;A;0.960;14.049;1.045;-0.213;0.051;0.047;0.276;47;Male;1.750;2.000;1.000;1.000;2.750;2.000;2.000;1.000;1;adult
27;11;0.600;Bike;2;A;1.040;12.305;1.079;-0.173;0.140;0.061;0.281;34;Male;1.250;0.250;0.000;0.000;4.000;3.000;3.000;0.500;1;young
9;11;0.600;Bike;2;A;1.101;16.381;1.131;-0.078;0.170;0.058;0.305;41;Male;3.250;0.750;0.250;0.250;2.750;2.500;3.000;1.500;1;adult
31;11;0.600;Bike;2;A;1.120;22.642;0.973;-0.154;0.130;0.047;0.322;34;Female;1.000;0.250;0.000;0.000;2.250;3.500;3.500;2.000;0;young
24;11;0.600;Bike;2;A;1.212;22.676;0.845;-0.133;0.090;0.056;0.341;32;Male;0.250;0.250;0.000;0.000;3.500;1.000;3.000;0.000;0;young
3;11;0.600;Bike;2;A;1.219;21.416;1.578;-0.166;0.197;0.104;0.343;23;Male;2.500;0.750;0.500;0.500;3.750;2.000;2.500;2.500;1;young
2;11;0.600;Bike;2;A;1.037;13.362;0.907;-0.193;0.134;0.075;0.320;55;Male;2.000;0.750;0.250;0.000;4.000;1.000;1.000;0.000;0;adult
23;11;0.600;Bike;2;A;1.198;22.706;1.201;-0.154;0.059;0.061;0.327;27;Male;3.500;0.750;0.000;0.000;3.250;3.000;3.000;2.000;1;young
31;12;0.600;Bike;2;B;1.074;22.050;1.052;-0.092;0.069;0.041;0.302;34;Female;1.000;0.250;0.000;0.000;2.250;3.500;3.000;3.000;0;young
23;12;0.600;Bike;2;B;1.277;24.808;1.121;-0.179;0.138;0.076;0.366;27;Male;3.500;0.750;0.000;0.000;3.250;3.500;4.000;3.000;1;young
11;12;0.600;Bike;2;B;0.892;16.612;1.009;-0.206;0.330;0.112;0.279;62;Female;0.500;0.750;0.500;0.500;2.500;3.000;4.000;4.500;1;adult
16;12;0.600;Bike;2;B;1.101;23.932;1.222;-0.121;0.152;0.061;0.295;36;Male;2.500;0.500;0.250;0.000;2.500;1.000;1.000;0.000;1;adult
32;12;0.600;Bike;2;B;1.071;17.490;1.289;-0.122;0.153;0.077;0.317;20;Female;4.000;2.500;3.000;0.500;2.250;6.000;6.500;10.500;1;young
30;12;0.600;Bike;2;B;1.263;20.997;1.123;-0.276;0.162;0.078;0.341;49;Female;0.250;0.250;0.000;0.000;3.000;1.500;1.500;0.500;1;adult
27;12;0.600;Bike;2;B;0.898;10.376;1.269;-0.035;0.045;0.022;0.251;34;Male;1.250;0.250;0.000;0.000;4.000;3.000;3.500;1.500;1;young
8;12;0.600;Bike;2;B;1.007;23.624;1.156;-0.146;0.063;0.051;0.292;24;Male;2.750;1.250;1.750;0.000;2.250;6.500;6.000;2.500;0;young
17;12;0.600;Bike;2;B;1.099;22.863;1.368;-0.085;0.005;0.025;0.304;25;Male;1.250;1.000;0.000;0.250;3.250;3.500;3.000;1.500;1;young
9;12;0.600;Bike;2;B;1.183;20.786;1.193;-0.043;0.045;0.027;0.337;41;Male;3.250;0.750;0.250;0.250;2.750;2.000;3.000;2.000;1;adult
18;12;0.600;Bike;2;B;1.138;22.790;1.158;-0.193;0.151;0.086;0.317;37;Female;1.500;0.000;0.000;0.000;3.750;3.000;4.000;5.000;1;adult
20;12;0.600;Bike;2;B;1.254;19.858;0.874;-0.331;0.207;0.117;0.358;39;Male;3.000;0.750;0.000;1.250;3.500;3.500;3.500;5.000;0;adult
14;12;0.600;Bike;2;B;1.374;19.688;0.825;-0.184;0.186;0.104;0.407;20;Female;2.250;1.250;1.250;0.000;4.000;4.500;4.500;3.500;0;young
25;12;0.600;Bike;2;B;1.302;23.647;1.282;-0.148;0.127;0.084;0.352;39;Male;1.000;0.750;0.000;0.750;4.000;6.000;6.000;7.000;1;adult
